name,stars,title,review
Mahesh Babu Gopal,5.0 out of 5 stars,Worth buying the product,"Everything is phenomenal, no problem, Apple is Apple value for money product"
Vishal ,5.0 out of 5 stars,Superb buy,Excellent device. Have no complaint so far.
Arpan Hoon,5.0 out of 5 stars,Nothing beats it...!!,Excellent work by Amazon as usual
Satyavrat Singh Tomar,5.0 out of 5 stars,Amazing product,"Amazing product from apple - long battery life, lasts upto 8-9 hours easily. Never had encountered any hangs or frozen screens or apps. Overall experience has been outstanding.. must buy for all apple enthusiasts (like myself 😉)"
Krishna,5.0 out of 5 stars,Blazing fast speedy,
Amazon Customer,5.0 out of 5 stars,Best laptop,Fast and best laptop.Quality product.
Dhiraj Kumar,5.0 out of 5 stars,Great product,Great quality laptop and totally worth the whatever paid for
Raghu,3.0 out of 5 stars,M1 Chip Dose not support lot of apps.,M1 Chip Dose not support lot of apps. Intel was best it support max apps
Dr jain,5.0 out of 5 stars,Good product,Good product
Nisha Yadav,5.0 out of 5 stars,Amazing........,"love to have it, cant live without it...."
Yash wane,5.0 out of 5 stars,Nice product,"I bought this mac for my college use along with some mixing and editing of songs, so for both the purposes this mac is really good and I love it..."
balachandra,5.0 out of 5 stars,Perfect buy,Booting time just 10 secOk speekersGreat build qualityGood looking
Binay Yadab,5.0 out of 5 stars,One a Mac user always a Mac user,After looking at my first macbook air perfomance I decided to purchass macbook only going forward and here it is its my second macbook and the list will go on.
Jose,5.0 out of 5 stars,5 Star,5 Star
Arun Chakkravarthy Guptha,5.0 out of 5 stars,Value Product,Good Product. Still exploring technically. Minor shock while charging. Amazing Sound quality. Love the Bass effect. Great Picture Clarity. Stands for what it says.
Dattatray bk,5.0 out of 5 stars,Beautiful Laptop,"Nice look ,nice IOS,Light wt.and good lookBut one problem created after few month is screen is death not on ...."
KRISHNA PRASAD PANGATH,5.0 out of 5 stars,Great in this price bracket,"Almost everything that you could ask for. Just look out for software/applications which have not yet been ported to M1 chip. Especially if you're planning to run virtualization, data science/ML ecosystem, you might hit some blocks."
Sai Eshwar,5.0 out of 5 stars,Loved 🥰 it😍👌🏻,The Package was intact when it was delivered. Everything is working absolutely fine and battery 🔋 life is too good for my usage.
Riya Sharma,5.0 out of 5 stars,Awesome,Actually i am very much tensed after seeing the bad reviews but its awesome i had windows before mac is so much faster than that dell laptop that i had before i love it.🙂
Manish B.,5.0 out of 5 stars,Value for money 💰,"Bought it from Amazon for exchange and Amazon pay benefits.This is a significant update for me from 2015 MacBook Pro.This machine is faster than Intel counterparts because of the new M1 chip. Keyboards, display are of top notch (Apple standard).Battery is super, average 10 hours work consumed only 20%.Though the webcam is average but happy with overall performance."
Raushan Kumar,5.0 out of 5 stars,Awesome product by Apple,
Vedant,5.0 out of 5 stars,Just go for A1..!!,"A powerful machine..! What else can you expect from a MacBook.The A1 chip performance is out of the world, I hope it retains the same.Luckily I got this delivered on time, I have heard these A1 Chips are genrally Out Of Stock most of the time."
Saradhi Satya,5.0 out of 5 stars,Macbook,Happy with my Macbook. Very portable size for regular traveller's.
jay kumar,5.0 out of 5 stars,Apple MacBook air 13’,Amazing performance and premium product from apple.. no other company is in the race to beat the apple product
Arghya Mukherjee,5.0 out of 5 stars,Extraordinary device.,It's a mini machine with stellar power. Specially for video editors or multi media presenters it's a beast dressed as a beauty.
Manjeet Gupta,5.0 out of 5 stars,One of the best Laptops.,"Best performance laptop, even better than i9 processors."
Kikali Mawroh,5.0 out of 5 stars,Happy with the purchase,Loved the Mac.
Raj,5.0 out of 5 stars,Cool,Cool
Prasenjit Paul,5.0 out of 5 stars,best purchased laptop ever,best battery backup. Brought only because of this
kuldeep singh sisodiya,5.0 out of 5 stars,What a laptop. Loved it 💕,Go for it don't listen to the negative comments because I trust in amazon and it's services.great laptop from apple.Just Go for It.
Ayan,5.0 out of 5 stars,When in doubt buy MacBook,
Rohan Kotecha,4.0 out of 5 stars,"Great product, nothing to complain about.","Apple delivers great product as usual. Super battrey life, responsive touch button. Only problem, these products are too expensive and no USB ports.Suoer fast delivery by Amazon."
Placeholder,5.0 out of 5 stars,"its a killer, go for it",Macbook with M1 is a beast. Go for it
Jatin S.,5.0 out of 5 stars,Wooh!,Bro jo bhi le na bs aakh band kar k le lena pr apne mummy papa se puch kar hi lena vase toh bht hi bdiya laptop hai har spec.😀
K KUMAR,5.0 out of 5 stars,Superb,Superb. Speed is amazing as it's provided my apple m1 chip based on 5nm technology and battery backup is approx 18 hrs. Looks of apple Mac book air m1 is very nice. Overall one of the perfect device.
Prerna Alok,4.0 out of 5 stars,Awesome laptop,I have received the product and it is awesome.Exchanged my previous laptop(Lenovo) with the present Laptop (my new MacBook Air)😊
kanagaraj,5.0 out of 5 stars,ultimate product. outstanding performance and batter life.. worth for money,worth for money.. outstanding laptop
Subham Yadav,5.0 out of 5 stars,MacBook M1,Best in the price segment
Yasachandra Bansal,5.0 out of 5 stars,Fast and reliable,This laptop is extremely fast and has a long battery life. Been using it for normal daily use since last 6 months and it never hanged even once. Also the speakers are great! I love this laptop
RAMARAJ,5.0 out of 5 stars,Wonderfull performance ma chip.....,Unbelievable battery and performance..... Best display...
chandan joshi,5.0 out of 5 stars,MacBook Air,Awesome.All credit goes to Amazon.Thank you.
VAIBHAV CHAUHAN,5.0 out of 5 stars,Bang for the buck,Top notch (there’s no notch)
Amazon Customer,3.0 out of 5 stars,Camera was not working from day1 Replace asked but return given. Unsatisfied with Amazon and apple,Camera was not working from day 1.
Rajesh,4.0 out of 5 stars,Fast and sleek,"It is probably 20 k more expensive with exchange and discounts as compared to US, but I did check the prices at store too it's almost the same range"
Gaurav Nagar,5.0 out of 5 stars,Best buy,I love this machine. I was on window form last 10 years but this machine make my habit change from that one to this.Best browsing & battery Experience.
Vishwanath,5.0 out of 5 stars,Awesome..!!,It's an amazing product from apple. Love using it.
Krishna,3.0 out of 5 stars,Good product but bad pricing model,Product wise I would say very good like any other product from Apple. But the pricing was bad. The seller reduced the price to 5k the next day of my purchase within the Diwali sale which not right. I an cutting 2 rating for that.
shashi,1.0 out of 5 stars,System is dead within 2 days.,The media could not be loaded.  This is the first time i encounter such problem in apple products as i am a big fan of apple products usually they are known for their product long life but macbook air with m1 chip is a big disaster. It is dead within 3 days.Amazon please do something! After spending such fat money i can't bear any tension running behind service center. And the apple service center in patna.. omg they lost the ability to hear from their customers long back. And once you contact apple then they will tell you that apple is not responsible for the products sold by any third party website. The max they can do is to repair the system i mean really man? You buy new system and then give it to the service center for 3-4 weeks.
Kiran Ravariya,5.0 out of 5 stars,Amazing Performance and very good battery life,M1 Chip has amazing Performance. You can definitely feel the Difference in terms of performance between Windows and MacVery Good Battery Life.
Pintoo Paswan,5.0 out of 5 stars,Great Purchase!!,Must buy for personal and professional use.Light weight and very fast.Only con is that screen is finger print magnet.
Amish,5.0 out of 5 stars,Positive feedback,I have received my MacBook Air with M1 chip on time. It was well packed to protect any physically damage during shipping. The product works as smooth as it was expected.
